1.0,0.9075421094894409,0.3291472792625427,0.3594118654727936,1.4979698657989502,-0.3130095303058624,1.09553062915802,-0.5575249195098877,-1.588229775428772,2.1730761528015137,0.8125811815261841,-0.2136419266462326,1.2710145711898804,2.214872121810913,0.4999939501285553,-1.2614318132400513,0.7321561574935913,0.0,0.39870089292526245,-1.138930082321167,-8.191101951524615E-4,0.0,0.3022198975086212,0.8330481648445129,0.9856996536254883,0.9780983924865723,0.7797321677207947,0.9923557639122009,0.7983425855636597
1.0,0.7988347411155701,1.4706387519836426,-1.6359747648239136,0.45377317070961,0.4256291687488556,1.104874610900879,1.2823222875595093,1.3816642761230469,0.0,0.8517372012138367,1.540658950805664,-0.8196895122528076,2.214872121810913,0.9934899210929871,0.3560801148414612,-0.2087775468826294,2.548224449157715,1.256954550743103,1.128847599029541,0.9004608392715454,0.0,0.9097532629966736,1.108330488204956,0.9856922030448914,0.9513312578201294,0.8032515048980713,0.8659244179725647,0.7801175713539124
0.0,1.344384789466858,-0.8766260147094727,0.9359127283096313,1.992050051689148,0.8824543952941895,1.786065936088562,-1.6467777490615845,-0.9423825144767761,0.0,2.423264741897583,-0.6760157942771912,0.7361586689949036,2.214872121810913,1.2987197637557983,-1.430738091468811,-0.3646581768989563,0.0,0.7453126907348633,-0.6783788204193115,-1.360356330871582,0.0,0.9466524720191956,1.0287036895751953,0.9986560940742493,0.7282806038856506,0.8692002296447754,1.0267364978790283,0.9579039812088013
1.0,1.1050089597702026,0.32135555148124695,1.522401213645935,0.8828076124191284,-1.205349326133728,0.6814661026000977,-1.0704638957977295,-0.9218706488609314,0.0,0.8008721470832825,1.020974040031433,0.9714065194129944,2.214872121810913,0.5967612862586975,-0.35027286410331726,0.6311942934989929,0.0,0.4799988865852356,-0.37356552481651306,0.11304061114788055,0.0,0.755856454372406,1.3610570430755615,0.986609697341919,0.8380846381187439,1.1332951784133911,0.8722448945045471,0.8084865212440491
0.0,1.595839262008667,-0.6078106760978699,0.007074915803968906,1.81844961643219,-0.11190599203109741,0.8475499153137207,-0.5664370059967041,1.5812393426895142,2.1730761528015137,0.755420982837677,0.6431096196174622,1.4263668060302734,0.0,0.9216607809066772,-1.1904324293136597,-1.6155890226364136,0.0,0.6511141061782837,-0.6542269587516785,-1.2743449211120605,3.101961374282837,0.8237605690956116,0.9381914138793945,0.9717581868171692,0.789176344871521,0.43055328726768494,0.9613569378852844,0.9578179121017456
1.0,0.4093913435935974,-1.884683609008789,-1.027292013168335,1.6724517345428467,-1.6045982837677002,1.3380149602890015,0.055427443236112595,0.01346588134765625,2.1730761528015137,0.5097832679748535,-1.0383380651474,0.7078623175621033,0.0,0.7469175457954407,-0.3584651052951813,-1.6466542482376099,0.0,0.3670579791069031,0.06949646025896072,1.3771302700042725,3.101961374282837,0.8694183826446533,1.2220829725265503,1.0006273984909058,0.5450449585914612,0.6986525058746338,0.9773144721984863,0.8287860751152039
1.0,0.9338953495025635,0.6291297078132629,0.5275348424911499,0.2380327433347702,-0.9665691256523132,0.5478111505508423,-0.05943922698497772,-1.7068661451339722,2.1730761528015137,0.9410027265548706,-2.6537327766418457,-0.1572199910879135,0.0,1.0303703546524048,-0.17550510168075562,0.5230209231376648,2.548224449157715,1.3735466003417969,1.291248083114624,-1.467454433441162,0.0,0.9018372893333435,1.08367121219635,0.9796960949897766,0.7833003997802734,0.8491951823234558,0.8943563103675842,0.7748793959617615
1.0,1.4051437377929688,0.5366026163101196,0.6895543336868286,1.1795673370361328,-0.1100611537694931,3.2024049758911133,-1.526960015296936,-1.5760334730148315,0.0,2.931536912918091,0.5673424601554871,-0.13003334403038025,2.214872121810913,1.7871227264404297,0.8994985818862915,0.5851513147354126,2.548224449157715,0.4018652141094208,-0.15120169520378113,1.1634891033172607,0.0,1.6670705080032349,4.039272785186768,1.175828456878662,1.0453517436981201,1.5429719686508179,3.5348267555236816,2.7407538890838623
1.0,1.1765655279159546,0.10416050255298615,1.3970024585723877,0.4797213077545166,0.2655133903026581,1.1355630159378052,1.534830927848816,-0.25329121947288513,0.0,1.0272465944290161,0.5343157649040222,1.1800223588943481,0.0,2.405661106109619,0.08755676448345184,-0.9765340685844421,2.548224449157715,1.2503825426101685,0.26854121685028076,0.53033447265625,0.0,0.8331748843193054,0.7739681005477905,0.9857499599456787,1.103696346282959,0.8491398692131042,0.9371039867401123,0.8123638033866882
1.0,0.9459739923477173,1.1112443208694458,1.218337059020996,0.9076390862464905,0.8215369582176208,1.1532433032989502,-0.36542028188705444,-1.5660548210144043,0.0,0.7447192072868347,0.7208195328712463,-0.37582293152809143,2.214872121810913,0.6088791489601135,0.30783694982528687,-1.2816383838653564,0.0,1.5979679822921753,-0.4510180354118347,0.06365344673395157,3.101961374282837,0.8290241360664368,0.9806482791900635,0.9943597912788391,0.9082478284835815,0.77587890625,0.7833113670349121,0.725121796131134
0.0,0.7393567562103271,-0.17829042673110962,0.8299342393875122,0.5045390725135803,-0.13021674752235413,0.961051344871521,-0.3555179834365845,-1.7173993587493896,2.1730761528015137,0.6209560632705688,-0.4817410409450531,-1.1991932392120361,0.0,0.9826014041900635,0.08118502795696259,-0.2903236448764801,0.0,1.0646629333496094,0.7740649580955505,0.39882034063339233,3.101961374282837,0.944536030292511,1.0262606143951416,0.9821967482566833,0.5421146750450134,1.250978946685791,0.8300446271896362,0.761307954788208
1.0,1.384097695350647,0.11682209372520447,-1.1798789501190186,0.7629125714302063,-0.07978226989507675,1.0198631286621094,0.877318263053894,1.2768871784210205,2.1730761528015137,0.3312520980834961,1.4095234870910645,-1.474388837814331,0.0,1.282738208770752,0.7374743819236755,-0.22541961073875427,0.0,1.5597530603408813,0.8465205430984497,0.5048085451126099,3.101961374282837,0.9593246579170227,0.8073760271072388,1.191813588142395,1.2212103605270386,0.8611412644386292,0.9293408989906311,0.8383023738861084
1.0,1.3835487365722656,0.8891792893409729,0.6185320615768433,1.0815470218658447,0.34460556507110596,0.9563793540000916,0.8545429706573486,-1.1292070150375366,2.1730761528015137,0.5456657409667969,-0.307865172624588,-0.6232798099517822,2.214872121810913,0.3482571244239807,1.024202585220337,0.1840776652097702,0.0,0.7813369035720825,-1.6361255645751953,1.1440672874450684,0.0,0.5222384929656982,0.737638533115387,0.9861995577812195,1.3496156930923462,0.8127878904342651,0.9534064531326294,0.7797226309776306
1.0,1.3436527252197266,0.8385329246520996,-1.0611385107040405,2.472015142440796,-0.5726317167282104,1.5127099752426147,1.1436901092529297,0.8555619716644287,0.0,0.88422030210495,1.4746055603027344,-1.36064875125885,1.1074360609054565,1.5872656106948853,2.2348334789276123,0.07756848633289337,0.0,1.6094081401824951,2.39640474319458,0.7572935223579407,0.0,0.9340201020240784,0.8447072505950928,1.0778440237045288,1.4001836776733398,0.9477745294570923,1.007614254951477,0.9010174870491028
0.0,0.5470141768455505,-0.3497089445590973,-0.6466571688652039,2.0404622554779053,0.2764569818973541,0.5446965098381042,0.8386992812156677,1.7287031412124634,0.0,0.6528096199035645,1.471691370010376,1.2432730197906494,0.0,0.7857298851013184,-0.044429291039705276,-1.0198034048080444,2.548224449157715,0.4191471040248871,-0.6292421817779541,1.5707945823669434,3.101961374282837,0.6894335746765137,0.8672295808792114,1.0824878215789795,0.6641419529914856,0.3541145622730255,0.5799450278282166,0.8172734379768372
1.0,1.4842036962509155,1.6995214223861694,-1.059473991394043,2.700195550918579,-1.0559638738632202,2.4094529151916504,0.45746079087257385,0.3449823260307312,0.0,1.4149035215377808,1.1142258644104004,-1.448866605758667,0.0,1.0129839181900024,-2.0569889545440674,1.131010890007019,0.0,0.9054746031761169,2.1823689937591553,1.0430731773376465,0.0,1.6536263227462769,0.9935762286186218,0.9833217859268188,0.7413797974586487,0.1633816361427307,0.5923243165016174,0.7451378703117371
0.0,1.0579756498336792,-0.16075900197029114,-0.19499725103378296,2.7050230503082275,-0.7514767050743103,1.9099189043045044,-1.031844973564148,0.8649863600730896,0.0,1.3008348941802979,0.14673767983913422,-1.1187429428100586,1.1074360609054565,0.9669710993766785,-0.3666573464870453,1.1082667112350464,0.0,0.554724931716919,-0.7141901850700378,1.5053149461746216,3.101961374282837,0.9544943571090698,0.6510385870933533,1.1249496936798096,0.8940010070800781,0.6721734404563904,1.1823582649230957,1.316304087638855
0.0,0.67530357837677,1.1209839582443237,-0.2804459035396576,1.5395549535751343,0.7345175743103027,0.6146844029426575,-0.5070231556892395,0.7945806980133057,2.1730761528015137,0.21882027387619019,-1.894118309020996,-0.5805578827857971,0.0,1.2456821203231812,-0.3475421071052551,-0.8561564683914185,2.548224449157715,0.7531017661094666,-1.1455926895141602,-1.374783992767334,0.0,0.9069401025772095,0.8983390927314758,1.1196510791778564,1.269073486328125,1.0887658596038818,1.0154130458831787,0.9146358966827393
1.0,0.6427279114723206,-1.429840326309204,1.5190719366073608,0.9409985542297363,0.8872274160385132,1.6151268482208252,-1.3368357419967651,-0.2665962278842926,1.0865380764007568,1.667088270187378,0.6557375192642212,-1.588128924369812,0.0,0.8282302021980286,1.8361445665359497,0.4081907570362091,0.0,1.708718180656433,-0.3469151556491852,-1.1827845573425293,3.101961374282837,0.9210902452468872,1.3733617067337036,0.9849172830581665,1.4228781461715698,1.5465511083602905,1.7825855016708374,1.438173770904541
1.0,1.1024467945098877,0.4265441596508026,1.7171574831008911,0.9343019723892212,0.7757434248924255,1.2793864011764526,-0.24956338107585907,-0.9263056516647339,2.1730761528015137,1.0666544437408447,0.43426430225372314,0.6806756258010864,0.0,1.054079294204712,0.0038138888776302338,0.25508376955986023,0.0,0.743365466594696,1.2079658508300781,-1.1505995988845825,0.0,0.7086352109909058,0.5219082832336426,1.0543125867843628,1.272654414176941,0.8346338272094727,0.9349802732467651,0.8653045296669006
1.0,1.3301100730895996,0.20155738294124603,1.1733934879302979,0.13530921936035156,-1.0831592082977295,0.7284605503082275,1.109032154083252,-0.5399032235145569,1.0865380764007568,0.4624435305595398,0.13313846290111542,-0.5605840682983398,0.0,0.4790950119495392,1.1871371269226074,0.6578215956687927,0.0,0.6700999140739441,1.0072554349899292,0.054774850606918335,3.101961374282837,0.7820732593536377,0.6721028089523315,0.9900020956993103,0.734279453754425,0.37907424569129944,0.7647602558135986,0.642924427986145
0.0,1.2898482084274292,-1.4230225086212158,-0.6871619820594788,0.1311027705669403,-1.1359347105026245,0.8213503360748291,0.29605329036712646,0.1675822138786316,2.1730761528015137,0.6964981555938721,-0.46911320090293884,-1.1514778137207031,1.1074360609054565,0.9395741820335388,0.27324751019477844,1.6408125162124634,0.0,0.7204851508140564,1.1055285930633545,0.7273282408714294,0.0,1.0066428184509277,0.8679141402244568,0.9990896582603455,1.1096081733703613,1.1250941753387451,0.8828991055488586,0.8593957424163818
